function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
imaxdiv,['inttypes.h'],imaxdiv_t,"['intmax_t numerator', 'intmax_t denominator']",2,False,False,False
index,['strings.h'],char *,"['const char *s', 'int c']",2,False,False,False
inet_addr,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",in_addr_t,['const char *cp'],1,False,False,False
 ,['arpa/inet.h'],in_addr_t,['const char *cp'],1,False,True,False
inet_aton,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",int,"['const char *cp', 'struct in_addr *inp']",2,False,False,False
inet_lnaof,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",in_addr_t,['struct in_addr in'],1,False,False,False
inet_makeaddr,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",struct in_addr,"['in_addr_t net', 'in_addr_t host']",2,False,False,False
inet_net_ntop,['arpa/inet.h'],char *,"['int af', 'const void *netp', 'int bits', 'char *pres', 'size_t psize']",5,True,False,False
inet_netof,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",in_addr_t,['struct in_addr in'],1,False,False,False
inet_net_pton,['arpa/inet.h'],int,"['int af', 'const char *pres', 'void *netp', 'size_t nsize']",4,True,False,False
inet_network,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",in_addr_t,['const char *cp'],1,False,False,False
inet_ntoa,"['sys/socket.h', 'netinet/in.h', 'arpa/inet.h']",char *,['struct in_addr in'],1,False,False,False
 ,['arpa/inet.h'],char *,['struct in_addr in'],1,False,True,False
inet_ntop,['arpa/inet.h'],const char *,"['int af', 'const void *restrict src', 'char *restrict dst', 'socklen_t size']",4,False,False,False
 ,['arpa/inet.h'],const char *,"['int af', 'const void *restrict src', 'char *restrict dst', 'socklen_t size']",4,False,True,False
inet_pton,['arpa/inet.h'],int,"['int af', 'const char *restrict src', 'void *restrict dst']",3,False,True,False
 ,['arpa/inet.h'],int,"['int af', 'const char *restrict src', 'void *restrict dst']",3,False,False,False
initgroups,"['sys/types.h', 'grp.h']",int,"['const char *user', 'gid_t group']",2,False,False,False
initstate,['stdlib.h'],char *,"['unsigned int seed', 'char *state', 'size_t n']",3,False,False,False
 ,['stdlib.h'],char *,"['unsigned seed', 'char *state', 'size_t size']",3,False,True,False
initstate_r,['stdlib.h'],int,"['unsigned int seed', 'char *restrict statebuf', 'size_t statelen', 'struct random_data *restrict buf']",4,False,False,False
innetgr,['netdb.h'],int,"['const char *netgroup', 'const char *host', 'const char *user', 'const char *domain']",4,False,False,False
insque,['search.h'],void,"['void *elem', 'void *prev']",2,False,False,False
 ,['search.h'],void,"['void *element', 'void *pred']",2,False,True,False
ioctl,['stropts.h'],int,"['int fildes', 'int request', '...']",3 or more,False,True,False
iruserok,['netdb.h'],int,"['uint32_t raddr', 'int superuser', 'const char *ruser', 'const char *luser']",4,False,False,False
iruserok_af,['netdb.h'],int,"['const void *restrict raddr', 'int superuser', 'const char *restrict ruser', 'const char *restrict luser', 'sa_family_t af']",5,False,False,False
isalnum,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isalnum_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isalpha,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isalpha_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isascii,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isastream,['stropts.h'],int,['int fildes'],1,False,True,False
isatty,['unistd.h'],int,['int fd'],1,False,False,False
 ,['unistd.h'],int,['int fildes'],1,False,True,False
isblank,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isblank_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
iscntrl,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
iscntrl_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isdigit,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isdigit_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isfdtype,"['sys/stat.h', 'sys/socket.h']",int,"['int fd', 'int fdtype']",2,False,False,False
isgraph,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isgraph_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isinf,['math.h'],int,['real-floating x'],1,False,True,False
isinff,['math.h'],int,['float x'],1,False,False,False
isinfl,['math.h'],int,['long double x'],1,False,False,False
islower,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
islower_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isnan,['math.h'],int,['real-floating x'],1,False,True,False
isnanf,['math.h'],int,['float x'],1,False,False,False
isnanl,['math.h'],int,['long double x'],1,False,False,False
isprint,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isprint_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
ispunct,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
ispunct_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isspace,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isspace_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
isupper,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isupper_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
iswalnum,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswalnum_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswalpha,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswalpha_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswblank,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswblank_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswcntrl,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswcntrl_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswctype,['wctype.h'],int,"['wint_t wc', 'wctype_t desc']",2,False,False,False
 ,['wctype.h'],int,"['wint_t wc', 'wctype_t charclass']",2,False,True,False
iswctype_l,['wctype.h'],int,"['wint_t wc', 'wctype_t charclass', 'locale_t locale']",3,False,True,False
iswdigit,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswdigit_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswgraph,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswgraph_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswlower,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswlower_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswprint,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswprint_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswpunct,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswpunct_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswspace,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswspace_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswupper,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswupper_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
iswxdigit,['wctype.h'],int,['wint_t wc'],1,False,False,False
 ,['wctype.h'],int,['wint_t wc'],1,False,True,False
iswxdigit_l,['wctype.h'],int,"['wint_t wc', 'locale_t locale']",2,False,True,False
isxdigit,['ctype.h'],int,['int c'],1,False,False,False
 ,['ctype.h'],int,['int c'],1,False,True,False
isxdigit_l,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,False,False
 ,['ctype.h'],int,"['int c', 'locale_t locale']",2,False,True,False
j0,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
j0f,['math.h'],float,['float x'],1,False,False,False
j0l,['math.h'],long double,['long double x'],1,False,False,False
j1,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
j1f,['math.h'],float,['float x'],1,False,False,False
j1l,['math.h'],long double,['long double x'],1,False,False,False
jn,['math.h'],double,"['int n', 'double x']",2,False,False,False
 ,['math.h'],double,"['int n', 'double x']",2,False,True,False
jnf,['math.h'],float,"['int n', 'float x']",2,False,False,False
jnl,['math.h'],long double,"['int n', 'long double x']",2,False,False,False
jrand48,['stdlib.h'],long,['unsigned short xsubi[3]'],1,False,True,False
jrand48_r,['stdlib.h'],int,"['unsigned short xsubi[3]', 'struct drand48_data *restrict buffer', 'long *restrict result']",3,False,False,False
key_decryptsession,['rpc/rpc.h'],int,"['char *remotename', 'des_block *deskey']",2,False,False,False
key_encryptsession,['rpc/rpc.h'],int,"['char *remotename', 'des_block *deskey']",2,False,False,False
key_gendes,['rpc/rpc.h'],int,['des_block *deskey'],1,False,False,False
key_secretkey_is_set,['rpc/rpc.h'],int,['void'],0,False,False,False
key_setsecret,['rpc/rpc.h'],int,['char *key'],1,False,False,False
kill,['signal.h'],int,"['pid_t pid', 'int sig']",2,False,True,False
killpg,['signal.h'],int,"['int pgrp', 'int sig']",2,False,False,False
 ,['signal.h'],int,"['pid_t pgrp', 'int sig']",2,False,True,False
klogctl,['sys/klog.h'],int,"['int type', 'char *bufp', 'int len']",3,False,False,False
l64a,['stdlib.h'],char *,['long value'],1,False,True,False
labs,['stdlib.h'],long,['long i'],1,False,True,False
lchown,['unistd.h'],int,"['const char *path', 'uid_t owner', 'gid_t group']",3,False,True,False
lckpwdf,['shadow.h'],int,['void'],0,False,False,False
lcong48,['stdlib.h'],void,['unsigned short param[7]'],1,False,True,False
lcong48_r,['stdlib.h'],int,"['unsigned short param[7]', 'struct drand48_data *buffer']",2,False,False,False
ldexp,['math.h'],double,"['double x', 'int exp']",2,False,False,False
 ,['math.h'],double,"['double x', 'int exp']",2,False,True,False
ldexpf,['math.h'],float,"['float x', 'int exp']",2,False,False,False
 ,['math.h'],float,"['float x', 'int exp']",2,False,True,False
ldexpl,['math.h'],long double,"['long double x', 'int exp']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'int exp']",2,False,True,False
ldiv,['stdlib.h'],ldiv_t,"['long numerator', 'long denominator']",2,False,False,False
lfind,['search.h'],void *,"['const void *key', 'const void *base', 'size_t *nmemb', 'size_t size', 'int(*compar)(const void *, const void *)']",5,False,False,False
 ,['search.h'],void *,"['const void *key', 'const void *base', 'size_t *nelp', 'size_t width', 'int (*compar)(const void *, const void *)']",5,False,True,False
lgamma,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
lgammaf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
lgammaf_r,['math.h'],float,"['float x', 'int *signp']",2,False,False,False
lgammal,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
lgammal_r,['math.h'],long double,"['long double x', 'int *signp']",2,False,False,False
lgamma_r,['math.h'],double,"['double x', 'int *signp']",2,False,False,False
link,['unistd.h'],int,"['const char *path1', 'const char *path2']",2,False,True,False
linkat,['fcntl.h'],int,"['int fd1', 'const char *path1', 'int fd2', 'const char *path2', 'int flag']",5,False,True,False
lio_listio,['aio.h'],int,"['int mode', 'struct aiocb *restrict const aiocb_list[restrict]', 'int nitems', 'struct sigevent *restrict sevp']",4,False,False,False
 ,['aio.h'],int,"['int mode', 'struct aiocb *restrict const list[restrict]', 'int nent', 'struct sigevent *restrict sig']",4,False,True,False
listen,['sys/socket.h'],int,"['int socket', 'int backlog']",2,False,True,False
llabs,['stdlib.h'],long long,['long long i'],1,False,True,False
lldiv,['stdlib.h'],lldiv_t,"['long long numerator', 'long long denominator']",2,False,False,False
llrint,['math.h'],long long,['double x'],1,False,False,False
 ,['math.h'],long long,['double x'],1,False,True,False
llrintf,['math.h'],long long,['float x'],1,False,False,False
 ,['math.h'],long long,['float x'],1,False,True,False
llrintl,['math.h'],long long,['long double x'],1,False,False,False
 ,['math.h'],long long,['long double x'],1,False,True,False
llround,['math.h'],long long,['double x'],1,False,False,False
 ,['math.h'],long long,['double x'],1,False,True,False
llroundf,['math.h'],long long,['float x'],1,False,False,False
 ,['math.h'],long long,['float x'],1,False,True,False
llroundl,['math.h'],long long,['long double x'],1,False,False,False
 ,['math.h'],long long,['long double x'],1,False,True,False
localeconv,['locale.h'],struct lconv *,['void'],0,False,False,False
 ,['locale.h'],struct lconv *,['void'],0,False,True,False
localtime,['time.h'],struct tm *,['const time_t *timer'],1,False,True,False
localtime_r,['time.h'],struct tm *,"['const time_t *restrict timer', 'struct tm *restrict result']",2,False,True,False
lockf,['unistd.h'],int,"['int fd', 'int cmd', 'off_t len']",3,False,False,False
 ,['unistd.h'],int,"['int fildes', 'int function', 'off_t size']",3,False,True,False
log,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
log10,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
log10f,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
log10l,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
log1p,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
log1pf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
log1pl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
log2,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
log2f,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
log2l,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
logb,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
logbf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
logbl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
logf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
login,['utmp.h'],void,['const struct utmp *ut'],1,False,False,False
login_tty,['utmp.h'],int,['int fd'],1,False,False,False
logl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
